date,brand,metric,value
2024-09,SCANIA,sales,26
2024-10,SUBARU,sales,40
2024-10,SCANIA,sales,32
2024-11,SUBARU,sales,36
2024-11,SCANIA,sales,47
2024-12,SUBARU,sales,46
2024-12,SCANIA,sales,59
2024-01,VOLVO CARS,sales,10
2024-02,VOLVO CARS,sales,12
2024-03,VOLVO CARS,sales,12
2024-04,VOLVO CARS,sales,8
2024-05,VOLVO CARS,sales,11
2024-06,VOLVO CARS,sales,8
2024-07,VOLVO CARS,sales,11
2024-08,BAIC,sales,68
2024-08,VOLVO CARS,sales,14
2024-09,BAIC,sales,71
2024-09,VOLVO CARS,sales,10
2024-10,BAIC,sales,60
2024-10,VOLVO CARS,sales,2
2024-11,BAIC,sales,67
2024-11,VOLVO CARS,sales,12
2024-12,BAIC,sales,30
2024-12,VOLVO CARS,sales,6
2024-01,SERES,sales,27
2024-02,SERES,sales,3
2024-03,SERES,sales,9
2024-04,HAVAL,sales,9
2024-04,SERES,sales,5
2024-05,HAVAL,sales,17
2024-05,SERES,sales,16
2024-06,HAVAL,sales,9
2024-06,SERES,sales,14
2024-07,HAVAL,sales,21
2024-08,HAVAL,sales,7
2024-09,HAVAL,sales,1
2024-11,HAVAL,sales,33
2024-12,HAVAL,sales,7
2024-12,SERES,sales,15
2024-01,VOLKSWAGEN,sales,7
2024-01,PEUGEOT,sales,12
2024-02,VOLKSWAGEN,sales,15
2024-02,PEUGEOT,sales,8
2024-03,VOLKSWAGEN,sales,12
2024-03,PEUGEOT,sales,3
2024-04,VOLKSWAGEN,sales,7
2024-04,PEUGEOT,sales,4
2024-05,VOLKSWAGEN,sales,5
2024-06,VOLKSWAGEN,sales,4
2024-07,VOLKSWAGEN,sales,2
2024-08,VOLKSWAGEN,sales,9
2024-09,VOLKSWAGEN,sales,4
2024-10,VOLKSWAGEN,sales,9
2024-11,VOLKSWAGEN,sales,5
2024-12,VOLKSWAGEN,sales,6
2024-01,AUDI,sales,3
2024-02,AUDI,sales,3
2024-03,AUDI,sales,2
2024-03,TATA,sales,1
2024-04,AUDI,sales,1
2024-05,AUDI,sales,3
2024-06,AUDI,sales,3
2024-07,AUDI,sales,1
2024-08,AUDI,sales,4
2024-09,AUDI,sales,2
2024-10,AUDI,sales,1
2024-11,AUDI,sales,1
2024-12,AUDI,sales,1
2024-01,CUMULATIVE,sales,69758
2024-02,CUMULATIVE,sales,140530
2024-03,CUMULATIVE,sales,215250
2024-04,CUMULATIVE,sales,264014
2024-05,CUMULATIVE,sales,335405
2024-06,CUMULATIVE,sales,410020
2024-07,CUMULATIVE,sales,484250
2024-08,CUMULATIVE,sales,560552
2024-09,CUMULATIVE,sales,633660
2024-10,CUMULATIVE,sales,711064
2024-11,CUMULATIVE,sales,785917
2024-12,CUMULATIVE,sales,865723
2024-01,TOYOTA,retail,24686
2024-02,TOYOTA,retail,22142
2024-03,TOYOTA,retail,26142
2024-04,TOYOTA,retail,19577
2024-05,TOYOTA,retail,24074
2024-06,TOYOTA,retail,23987
2024-07,TOYOTA,retail,25815
2024-08,TOYOTA,retail,25624
2024-09,TOYOTA,retail,25561
2024-10,TOYOTA,retail,24820
2024-11,TOYOTA,retail,25860
2024-12,TOYOTA,retail,25500
2024-01,DAIHATSU,retail,16976
2024-01,HONDA,retail,10019
2024-02,DAIHATSU,retail,14819
2024-02,HONDA,retail,9019
2024-03,DAIHATSU,retail,17352
2024-03,HONDA,retail,10706
2024-04,DAIHATSU,retail,12419
2024-04,HONDA,retail,6507
2024-05,DAIHATSU,retail,14747
2024-05,HONDA,retail,7805
2024-06,DAIHATSU,retail,13065
2024-06,HONDA,retail,7625
2024-07,DAIHATSU,retail,13845
2024-07,HONDA,retail,7709
2024-08,DAIHATSU,retail,14135
2024-08,HONDA,retail,8515
2024-09,DAIHATSU,retail,12490
2024-09,HONDA,retail,7609
2024-10,DAIHATSU,retail,13101
2024-10,HONDA,retail,8048
2024-11,DAIHATSU,retail,12113
2024-11,HONDA,retail,8765
2024-12,DAIHATSU,retail,13201
2024-12,HONDA,retail,10696
2024-01,MITSUBISHI MOTORS,retail,6437
2024-01,SUZUKI,retail,6503
2024-02,MITSUBISHI MOTORS,retail,6316
2024-02,SUZUKI,retail,5760
2024-03,MITSUBISHI MOTORS,retail,7039
2024-03,SUZUKI,retail,6550
2024-04,MITSUBISHI MOTORS,retail,5023
2024-04,SUZUKI,retail,5004
2024-05,MITSUBISHI MOTORS,retail,5832
2024-05,SUZUKI,retail,6110
2024-06,MITSUBISHI MOTORS,retail,6462
2024-06,SUZUKI,retail,5017
2024-07,MITSUBISHI MOTORS,retail,6213
2024-07,SUZUKI,retail,5476
2024-08,MITSUBISHI MOTORS,retail,6027
2024-08,SUZUKI,retail,5403
2024-09,MITSUBISHI MOTORS,retail,6033
2024-09,SUZUKI,retail,5119
2024-10,MITSUBISHI MOTORS,retail,5733
2024-10,SUZUKI,retail,5330
2024-11,MITSUBISHI MOTORS,retail,6102
2024-11,SUZUKI,retail,6240
2024-12,MITSUBISHI MOTORS,retail,6813
2024-12,SUZUKI,retail,6880
2024-01,ISUZU,retail,2337
2024-01,MITSUBISHI FUSO,retail,2207
2024-02,ISUZU,retail,2412
2024-02,MITSUBISHI FUSO,retail,2046
2024-03,ISUZU,retail,2210
2024-03,MITSUBISHI FUSO,retail,2125
2024-04,ISUZU,retail,1949
2024-04,MITSUBISHI FUSO,retail,2014
2024-05,ISUZU,retail,2514
2024-05,MITSUBISHI FUSO,retail,2310
2024-06,ISUZU,retail,2518
2024-06,MITSUBISHI FUSO,retail,2330
2024-07,ISUZU,retail,2593
2024-07,MITSUBISHI FUSO,retail,2309
2024-08,ISUZU,retail,2202
2024-08,MITSUBISHI FUSO,retail,2386
2024-09,ISUZU,retail,2162
2024-09,MITSUBISHI FUSO,retail,2296
2024-10,ISUZU,retail,2449
2024-10,MITSUBISHI FUSO,retail,2392
2024-11,ISUZU,retail,2454
2024-11,MITSUBISHI FUSO,retail,2360
2024-12,ISUZU,retail,2959
2024-12,MITSUBISHI FUSO,retail,2908
2024-01,WULING,retail,2019
2024-01,HINO,retail,2250
2024-02,WULING,retail,1601
2024-02,HINO,retail,1627
2024-03,WULING,retail,2327
2024-03,HINO,retail,1972
2024-04,WULING,retail,1402
2024-04,HINO,retail,915
2024-05,WULING,retail,2001
2024-05,HINO,retail,1422
2024-06,WULING,retail,1800
2024-06,HINO,retail,1701
2024-07,WULING,retail,2213
2024-07,HINO,retail,1925
2024-08,WULING,retail,2343
2024-08,HINO,retail,2129
2024-09,WULING,retail,2007
2024-09,HINO,retail,2137
2024-10,WULING,retail,2072
2024-10,HINO,retail,2128
2024-11,WULING,retail,2503
2024-11,HINO,retail,2109
2024-12,WULING,retail,2779
2024-12,HINO,retail,2610
2024-01,HYUNDAI-HMID,retail,2903
2024-02,HYUNDAI-HMID,retail,2293
2024-03,HYUNDAI-HMID,retail,2101
2024-04,HYUNDAI-HMID,retail,1223
2024-05,HYUNDAI-HMID,retail,1803
2024-06,HYUNDAI-HMID,retail,2313
2024-07,HYUNDAI-HMID,retail,1759
2024-07,BYD,retail,2047
2024-08,HYUNDAI-HMID,retail,1555
2024-08,BYD,retail,2389
2024-09,HYUNDAI-HMID,retail,1491
2024-09,BYD,retail,1788
2024-10,HYUNDAI-HMID,retail,1451
2024-10,BYD,retail,2597
2024-11,HYUNDAI-HMID,retail,1651
2024-11,BYD,retail,2833
2024-12,HYUNDAI-HMID,retail,1554
2024-12,BYD,retail,2310
2024-01,CHERY,retail,268
2024-01,MAZDA,retail,350
2024-02,CHERY,retail,410
2024-02,MAZDA,retail,264
2024-03,CHERY,retail,673
2024-03,MAZDA,retail,481
2024-04,CHERY,retail,715
2024-04,MAZDA,retail,337
2024-05,CHERY,retail,901
2024-05,MAZDA,retail,451
2024-06,CHERY,retail,920
2024-06,MAZDA,retail,300
2024-07,CHERY,retail,714
2024-07,MAZDA,retail,327
2024-08,CHERY,retail,762
2024-08,MAZDA,retail,507
2024-09,CHERY,retail,606
2024-09,MAZDA,retail,409
2024-10,CHERY,retail,731
2024-10,MAZDA,retail,301
2024-11,CHERY,retail,806
2024-11,MAZDA,retail,270
2024-12,CHERY,retail,1120
2024-12,MAZDA,retail,321
2024-01,MORRIS GARAGE,retail,125
2024-01,BMW,retail,221
2024-02,MORRIS GARAGE,retail,228
2024-02,BMW,retail,234
2024-03,MORRIS GARAGE,retail,340
2024-03,BMW,retail,320
2024-04,MORRIS GARAGE,retail,345
2024-04,BMW,retail,215
2024-05,MORRIS GARAGE,retail,420
2024-05,BMW,retail,309
2024-06,MORRIS GARAGE,retail,468
2024-06,BMW,retail,344
2024-07,MORRIS GARAGE,retail,523
2024-07,BMW,retail,407
2024-08,MORRIS GARAGE,retail,517
2024-08,BMW,retail,416
2024-09,MORRIS GARAGE,retail,442
2024-09,BMW,retail,435
2024-10,MORRIS GARAGE,retail,292
2024-10,BMW,retail,333
2024-11,MORRIS GARAGE,retail,254
2024-11,BMW,retail,242
2024-12,MORRIS GARAGE,retail,169
2024-12,BMW,retail,316
2024-01,LEXUS,retail,141
2024-01,MERCEDES-BENZ PC,retail,149
2024-02,LEXUS,retail,179
2024-02,MERCEDES-BENZ PC,retail,186
2024-03,LEXUS,retail,367
2024-03,MERCEDES-BENZ PC,retail,289
2024-04,LEXUS,retail,237
2024-04,MERCEDES-BENZ PC,retail,173
2024-05,LEXUS,retail,333
2024-05,MERCEDES-BENZ PC,retail,156
2024-06,LEXUS,retail,237
2024-06,MERCEDES-BENZ PC,retail,170
2024-07,LEXUS,retail,236
2024-07,MERCEDES-BENZ PC,retail,185
2024-08,LEXUS,retail,268
2024-08,MERCEDES-BENZ PC,retail,260
2024-09,LEXUS,retail,201
2024-09,MERCEDES-BENZ PC,retail,205
2024-10,LEXUS,retail,199
2024-10,MERCEDES-BENZ PC,retail,195
2024-11,LEXUS,retail,171
2024-11,MERCEDES-BENZ PC,retail,115
2024-12,LEXUS,retail,189
2024-12,MERCEDES-BENZ PC,retail,152
2024-01,UD TRUCKS,retail,112
2024-01,MERCEDES-BENZ CV,retail,87
2024-02,UD TRUCKS,retail,109
2024-02,MERCEDES-BENZ CV,retail,90
2024-03,UD TRUCKS,retail,140
2024-03,MERCEDES-BENZ CV,retail,159
2024-04,UD TRUCKS,retail,143
2024-04,MERCEDES-BENZ CV,retail,139
2024-05,UD TRUCKS,retail,155
2024-05,MERCEDES-BENZ CV,retail,89
2024-06,UD TRUCKS,retail,157
2024-06,MERCEDES-BENZ CV,retail,107
2024-07,UD TRUCKS,retail,179
2024-07,MERCEDES-BENZ CV,retail,160
2024-08,UD TRUCKS,retail,197
2024-08,MERCEDES-BENZ CV,retail,149
2024-09,UD TRUCKS,retail,182
2024-09,MERCEDES-BENZ CV,retail,124
2024-10,UD TRUCKS,retail,218
2024-10,MERCEDES-BENZ CV,retail,212
2024-11,UD TRUCKS,retail,111
2024-11,MERCEDES-BENZ CV,retail,219
2024-12,UD TRUCKS,retail,197
2024-12,MERCEDES-BENZ CV,retail,280
2024-01,NISSAN,retail,93
2024-01,KIA,retail,114
2024-02,NISSAN,retail,121
2024-02,KIA,retail,124
2024-03,NISSAN,retail,202
2024-03,KIA,retail,172
2024-04,NISSAN,retail,80
2024-04,KIA,retail,80
2024-05,NISSAN,retail,76
2024-05,KIA,retail,106
2024-06,NISSAN,retail,17
2024-06,KIA,retail,71
2024-07,NISSAN,retail,41
2024-07,KIA,retail,145
2024-08,NISSAN,retail,141
2024-08,KIA,retail,162
2024-09,NISSAN,retail,148
2024-09,KIA,retail,101
2024-10,NISSAN,retail,142
2024-10,KIA,retail,55
2024-11,NISSAN,retail,147
2024-11,KIA,retail,42
2024-12,NISSAN,retail,219
2024-12,KIA,retail,43
2024-01,DFSK,retail,131
2024-02,DFSK,retail,101
2024-03,DFSK,retail,126
2024-04,DFSK,retail,100
2024-05,DFSK,retail,87
2024-06,DFSK,retail,103
2024-07,DFSK,retail,77
2024-08,DFSK,retail,64
2024-09,DFSK,retail,73
2024-09,AION,retail,265
2024-10,DFSK,retail,63
2024-10,AION,retail,190
2024-11,DFSK,retail,83
2024-11,AION,retail,430
2024-12,DFSK,retail,89
2024-12,AION,retail,75
2024-01,CITROEN,retail,10
2024-01,MINI,retail,40
2024-02,CITROEN,retail,25
2024-02,MINI,retail,62
2024-03,CITROEN,retail,37
2024-03,MINI,retail,102
2024-04,CITROEN,retail,15
2024-04,MINI,retail,59
2024-05,CITROEN,retail,72
2024-05,MINI,retail,59
2024-06,CITROEN,retail,107
2024-06,MINI,retail,98
2024-07,CITROEN,retail,94
2024-07,MINI,retail,63
2024-08,CITROEN,retail,107
2024-08,MINI,retail,117
2024-09,CITROEN,retail,118
2024-09,MINI,retail,121
2024-10,CITROEN,retail,115
2024-10,MINI,retail,48
2024-11,CITROEN,retail,125
2024-11,MINI,retail,48
2024-12,CITROEN,retail,111
2024-12,MINI,retail,84
2024-01,FAW,retail,28
2024-01,FORD,retail,60
2024-02,FAW,retail,19
2024-02,FORD,retail,92
2024-03,FAW,retail,27
2024-03,FORD,retail,63
2024-04,FAW,retail,23
2024-04,FORD,retail,44
2024-05,FAW,retail,175
2024-05,FORD,retail,66
2024-06,FAW,retail,55
2024-06,FORD,retail,113
2024-07,FAW,retail,181
2024-07,FORD,retail,66
2024-08,FAW,retail,64
2024-08,FORD,retail,57
2024-09,FAW,retail,43
2024-09,FORD,retail,61
2024-10,FAW,retail,61
2024-10,FORD,retail,65
2024-11,FAW,retail,54
2024-11,FORD,retail,65
2024-12,FAW,retail,117
2024-12,FORD,retail,91
2024-01,SUBARU,retail,48
2024-02,SUBARU,retail,44
2024-03,SUBARU,retail,46
2024-04,SUBARU,retail,32
2024-04,TANK,retail,51
2024-05,SUBARU,retail,55
2024-05,TANK,retail,27
2024-06,SUBARU,retail,51
2024-06,TANK,retail,27
2024-07,SUBARU,retail,71
2024-07,TANK,retail,50
2024-08,SUBARU,retail,76
2024-08,TANK,retail,54
2024-09,SUBARU,retail,79
2024-09,TANK,retail,140
2024-10,SUBARU,retail,48
2024-10,TANK,retail,130
2024-11,SUBARU,retail,35
2024-11,TANK,retail,59
2024-12,SUBARU,retail,35
2024-12,TANK,retail,62
2024-01,NETA,retail,33
2024-01,SCANIA,retail,26
2024-02,NETA,retail,25
2024-02,SCANIA,retail,19
2024-03,NETA,retail,16
2024-03,SCANIA,retail,42
2024-04,NETA,retail,10
2024-04,SCANIA,retail,27
2024-05,SCANIA,retail,45
2024-06,NETA,retail,72
2024-06,SCANIA,retail,23
2024-07,NETA,retail,87
2024-07,SCANIA,retail,47
2024-08,NETA,retail,68
2024-08,SCANIA,retail,43
2024-09,NETA,retail,63
2024-09,SCANIA,retail,26
2024-10,NETA,retail,31
2024-10,SCANIA,retail,32
2024-11,NETA,retail,72
2024-11,SCANIA,retail,47
2024-12,NETA,retail,93
2024-12,SCANIA,retail,59
2024-01,VOLVO CARS,retail,10
2024-02,VOLVO CARS,retail,12
2024-03,VOLVO CARS,retail,12
2024-04,VOLVO CARS,retail,8
2024-05,VOLVO CARS,retail,11
2024-06,VOLVO CARS,retail,8
2024-07,VOLVO CARS,retail,11
2024-08,BAIC,retail,21
2024-08,VOLVO CARS,retail,14
2024-09,BAIC,retail,36
2024-09,VOLVO CARS,retail,10
2024-10,BAIC,retail,64
2024-10,VOLVO CARS,retail,2
2024-11,BAIC,retail,37
2024-11,VOLVO CARS,retail,12
2024-12,BAIC,retail,40
2024-12,VOLVO CARS,retail,6
2024-01,VOLKSWAGEN,retail,8
2024-01,SERES,retail,15
2024-02,VOLKSWAGEN,retail,14
2024-02,SERES,retail,6
2024-03,VOLKSWAGEN,retail,14
2024-03,SERES,retail,6
2024-04,VOLKSWAGEN,retail,7
2024-04,SERES,retail,6
2024-05,VOLKSWAGEN,retail,9
2024-05,SERES,retail,14
2024-06,VOLKSWAGEN,retail,9
2024-06,SERES,retail,8
2024-07,VOLKSWAGEN,retail,4
2024-07,SERES,retail,8
2024-08,VOLKSWAGEN,retail,8
2024-08,SERES,retail,10
2024-09,VOLKSWAGEN,retail,4
2024-09,SERES,retail,9
2024-10,VOLKSWAGEN,retail,11
2024-10,SERES,retail,5
2024-11,VOLKSWAGEN,retail,6
2024-11,SERES,retail,7
2024-12,VOLKSWAGEN,retail,5
2024-12,SERES,retail,4
2024-01,JEEP,retail,15
2024-02,JEEP,retail,9
2024-03,JEEP,retail,7
2024-04,HAVAL,retail,6
2024-05,HAVAL,retail,9
2024-06,HAVAL,retail,5
2024-07,HAVAL,retail,7
2024-08,HAVAL,retail,12
2024-09,HAVAL,retail,5
2024-11,HAVAL,retail,25
2024-12,HAVAL,retail,6
2024-01,PEUGEOT,retail,12
2024-01,AUDI,retail,3
2024-02,PEUGEOT,retail,8
2024-02,AUDI,retail,3
2024-03,PEUGEOT,retail,3
2024-03,AUDI,retail,2
2024-04,PEUGEOT,retail,4
2024-04,AUDI,retail,1
2024-05,AUDI,retail,3
2024-06,AUDI,retail,2
2024-07,AUDI,retail,1
2024-08,AUDI,retail,4
2024-09,AUDI,retail,2
2024-10,AUDI,retail,1
2024-11,AUDI,retail,1
2024-12,AUDI,retail,1
2024-01,TATA,retail,1
2024-02,TATA,retail,1
2024-01,CUMULATIVE,retail,78437
2024-02,CUMULATIVE,retail,148857
2024-03,CUMULATIVE,retail,231027
2024-04,CUMULATIVE,retail,289917
2024-05,CUMULATIVE,retail,362163
2024-06,CUMULATIVE,retail,432453
2024-07,CUMULATIVE,retail,508041
2024-08,CUMULATIVE,retail,584847
2024-09,CUMULATIVE,retail,657448
2024-10,CUMULATIVE,retail,731113
2024-11,CUMULATIVE,retail,807586
2024-12,CUMULATIVE,retail,889680
2024-01,TOYOTA,prod,45381
2024-02,TOYOTA,prod,41531
2024-03,TOYOTA,prod,36117
2024-04,TOYOTA,prod,31506
2024-05,TOYOTA,prod,43676
2024-06,TOYOTA,prod,40813
2024-07,TOYOTA,prod,47992
2024-08,TOYOTA,prod,47356
2024-09,TOYOTA,prod,44005
2024-10,TOYOTA,prod,47750
2024-11,TOYOTA,prod,46317
2024-12,TOYOTA,prod,44553
2024-01,DAIHATSU,prod,14381
2024-01,MITSUBISHI MOTORS,prod,14569
2024-02,DAIHATSU,prod,15100
2024-02,MITSUBISHI MOTORS,prod,9979
2024-03,DAIHATSU,prod,16538
2024-03,MITSUBISHI MOTORS,prod,6592
2024-04,DAIHATSU,prod,9469
2024-04,MITSUBISHI MOTORS,prod,7519
2024-05,DAIHATSU,prod,14972
2024-05,MITSUBISHI MOTORS,prod,9822
2024-06,DAIHATSU,prod,14969
2024-06,MITSUBISHI MOTORS,prod,9975
2024-07,DAIHATSU,prod,14035
2024-07,MITSUBISHI MOTORS,prod,12178
2024-08,DAIHATSU,prod,14067
2024-08,MITSUBISHI MOTORS,prod,13030
2024-09,DAIHATSU,prod,12731
2024-09,MITSUBISHI MOTORS,prod,14961
2024-10,DAIHATSU,prod,14140
2024-10,MITSUBISHI MOTORS,prod,15173
2024-11,DAIHATSU,prod,10041
2024-11,MITSUBISHI MOTORS,prod,11776
2024-12,DAIHATSU,prod,13066
2024-12,MITSUBISHI MOTORS,prod,11681
2024-01,HONDA,prod,8415
2024-01,HYUNDAI-HMMI,prod,6700
2024-02,HONDA,prod,8347
2024-02,HYUNDAI-HMMI,prod,8100
2024-03,HONDA,prod,7757
2024-03,HYUNDAI-HMMI,prod,7706
2024-04,HONDA,prod,5248
2024-04,HYUNDAI-HMMI,prod,6398
2024-05,HONDA,prod,7459
2024-05,HYUNDAI-HMMI,prod,6597
2024-06,HONDA,prod,6839
2024-06,HYUNDAI-HMMI,prod,7120
2024-07,HONDA,prod,8940
2024-07,HYUNDAI-HMMI,prod,8499
2024-08,HONDA,prod,8323
2024-08,HYUNDAI-HMMI,prod,8640
2024-09,HONDA,prod,8101
2024-09,HYUNDAI-HMMI,prod,7705
2024-10,HONDA,prod,9995
2024-10,HYUNDAI-HMMI,prod,6281
2024-11,HONDA,prod,8194
2024-11,HYUNDAI-HMMI,prod,6289
2024-12,HONDA,prod,7946
2024-12,HYUNDAI-HMMI,prod,5639
2024-01,SUZUKI,prod,6895
2024-01,ISUZU,prod,2682
2024-02,SUZUKI,prod,5748
2024-02,ISUZU,prod,2130
2024-03,SUZUKI,prod,5987
2024-03,ISUZU,prod,2232
2024-04,SUZUKI,prod,5117
2024-04,ISUZU,prod,1908
2024-05,SUZUKI,prod,6050
2024-05,ISUZU,prod,2508
2024-06,SUZUKI,prod,6092
2024-06,ISUZU,prod,2658
2024-07,SUZUKI,prod,6668
2024-07,ISUZU,prod,3210
2024-08,SUZUKI,prod,7386
2024-08,ISUZU,prod,3036
2024-09,SUZUKI,prod,6025
2024-09,ISUZU,prod,2873
2024-10,SUZUKI,prod,6434
2024-10,ISUZU,prod,3091
2024-11,SUZUKI,prod,5797
2024-11,ISUZU,prod,2874
2024-12,SUZUKI,prod,5238
2024-12,ISUZU,prod,2496
2024-01,MITSUBISHI FUSO,prod,1797
2024-01,HINO,prod,1372
2024-02,MITSUBISHI FUSO,prod,2580
2024-02,HINO,prod,1317
2024-03,MITSUBISHI FUSO,prod,1704
2024-03,HINO,prod,1368
2024-04,MITSUBISHI FUSO,prod,2028
2024-04,HINO,prod,1093
2024-05,MITSUBISHI FUSO,prod,2565
2024-05,HINO,prod,1747
2024-06,MITSUBISHI FUSO,prod,2655
2024-06,HINO,prod,2026
2024-07,MITSUBISHI FUSO,prod,2580
2024-07,HINO,prod,2368
2024-08,MITSUBISHI FUSO,prod,2064
2024-08,HINO,prod,2402
2024-09,MITSUBISHI FUSO,prod,1872
2024-09,HINO,prod,2167
2024-10,MITSUBISHI FUSO,prod,1800
2024-10,HINO,prod,2605
2024-11,MITSUBISHI FUSO,prod,2760
2024-11,HINO,prod,2845
2024-12,MITSUBISHI FUSO,prod,2700
2024-12,HINO,prod,2513
2024-01,WULING,prod,2724
2024-01,CHERY,prod,210
2024-02,WULING,prod,2601
2024-02,CHERY,prod,323
2024-03,WULING,prod,2247
2024-03,CHERY,prod,740
2024-04,WULING,prod,1859
2024-04,CHERY,prod,468
2024-05,WULING,prod,916
2024-05,CHERY,prod,845
2024-06,WULING,prod,622
2024-06,CHERY,prod,926
2024-07,WULING,prod,1047
2024-07,CHERY,prod,1055
2024-08,WULING,prod,1610
2024-08,CHERY,prod,840
2024-09,WULING,prod,1450
2024-09,CHERY,prod,750
2024-10,WULING,prod,2143
2024-10,CHERY,prod,773
2024-11,WULING,prod,2210
2024-11,CHERY,prod,609
2024-12,WULING,prod,2345
2024-12,CHERY,prod,892
2024-01,BMW,prod,280
2024-01,MERCEDES-BENZ PC,prod,360
2024-02,BMW,prod,257
2024-02,MERCEDES-BENZ PC,prod,230
2024-03,BMW,prod,257
2024-03,MERCEDES-BENZ PC,prod,252
2024-04,BMW,prod,167
2024-04,MERCEDES-BENZ PC,prod,181
2024-05,BMW,prod,294
2024-05,MERCEDES-BENZ PC,prod,161
2024-06,BMW,prod,315
2024-06,MERCEDES-BENZ PC,prod,127
2024-07,BMW,prod,356
2024-07,MERCEDES-BENZ PC,prod,126
2024-08,BMW,prod,374
2024-08,MERCEDES-BENZ PC,prod,207
2024-09,BMW,prod,330
2024-09,MERCEDES-BENZ PC,prod,200
2024-10,BMW,prod,300
2024-10,MERCEDES-BENZ PC,prod,190
2024-11,BMW,prod,296
2024-11,MERCEDES-BENZ PC,prod,68
2024-12,BMW,prod,296
2024-12,MERCEDES-BENZ PC,prod,12
2024-01,UD TRUCK,prod,21
2024-02,UD TRUCK,prod,72
2024-03,UD TRUCK,prod,120
2024-04,UD TRUCK,prod,100
2024-05,UD TRUCK,prod,151
2024-06,UD TRUCK,prod,180
2024-06,NETA,prod,168
2024-07,UD TRUCK,prod,164
2024-07,NETA,prod,504
2024-08,UD TRUCK,prod,172
2024-08,NETA,prod,196
2024-09,UD TRUCK,prod,150
2024-09,NETA,prod,131
2024-10,UD TRUCK,prod,146
2024-10,NETA,prod,224
2024-11,UD TRUCK,prod,140
2024-11,NETA,prod,2
2024-12,UD TRUCK,prod,121
2024-01,MERCEDES-BENZ CV,prod,59
2024-01,DFSK,prod,160
2024-02,MERCEDES-BENZ CV,prod,82
2024-02,DFSK,prod,150
2024-03,MERCEDES-BENZ CV,prod,44
2024-04,MERCEDES-BENZ CV,prod,92
2024-05,MERCEDES-BENZ CV,prod,294
2024-06,MERCEDES-BENZ CV,prod,141
2024-07,MERCEDES-BENZ CV,prod,151
2024-07,DFSK,prod,50
2024-08,MERCEDES-BENZ CV,prod,290
2024-09,DFSK,prod,110
2024-10,DFSK,prod,120
2024-11,DFSK,prod,80
2024-12,DFSK,prod,20
2024-01,MORRIS GARAGE,prod,68
2024-02,MORRIS GARAGE,prod,166
2024-03,MORRIS GARAGE,prod,262
2024-04,MORRIS GARAGE,prod,164
2024-09,HAVAL,prod,13
2024-10,HAVAL,prod,80
2024-11,HAVAL,prod,89
2024-12,HAVAL,prod,18
2024-01,MINI,prod,100
2024-01,SERES,prod,50
2024-02,MINI,prod,28
2024-03,MINI,prod,23
2024-04,MINI,prod,4
2024-05,MINI,prod,1
2024-06,SERES,prod,30
2024-07,SERES,prod,30
2024-08,SERES,prod,30
2024-01,GRAND TOTAL,prod,106224
2024-02,GRAND TOTAL,prod,98741
2024-03,GRAND TOTAL,prod,89946
2024-04,GRAND TOTAL,prod,73321
2024-05,GRAND TOTAL,prod,98058
2024-06,GRAND TOTAL,prod,95656
2024-07,GRAND TOTAL,prod,109953
2024-08,GRAND TOTAL,prod,110023
2024-09,GRAND TOTAL,prod,103574
2024-10,GRAND TOTAL,prod,111245
2024-11,GRAND TOTAL,prod,100387
2024-12,GRAND TOTAL,prod,99536
2024-01,CUMULATIVE,prod,106224
2024-02,CUMULATIVE,prod,204965
2024-03,CUMULATIVE,prod,294911
2024-04,CUMULATIVE,prod,368232
2024-05,CUMULATIVE,prod,466290
2024-06,CUMULATIVE,prod,561946
2024-07,CUMULATIVE,prod,671899
2024-08,CUMULATIVE,prod,781922
2024-09,CUMULATIVE,prod,885496
2024-10,CUMULATIVE,prod,996741
2024-11,CUMULATIVE,prod,1097128
2024-12,CUMULATIVE,prod,1196664
2024-01,TOYOTA,export,12069
2024-02,TOYOTA,export,11723
2024-03,TOYOTA,export,12096
2024-04,TOYOTA,export,15614
2024-05,TOYOTA,export,14206
2024-06,TOYOTA,export,13877
2024-07,TOYOTA,export,14582
2024-08,TOYOTA,export,12884
2024-09,TOYOTA,export,14607
2024-10,TOYOTA,export,16019
2024-11,TOYOTA,export,13671
2024-12,TOYOTA,export,15183
2024-01,DAIHATSU,export,9183
2024-01,MITSUBISHI MOTORS,export,4394
2024-02,DAIHATSU,export,9062
2024-02,MITSUBISHI MOTORS,export,5478
2024-03,DAIHATSU,export,8914
2024-03,MITSUBISHI MOTORS,export,10313
2024-04,DAIHATSU,export,7932
2024-04,MITSUBISHI MOTORS,export,1577
2024-05,DAIHATSU,export,9018
2024-05,MITSUBISHI MOTORS,export,8370
2024-06,DAIHATSU,export,8431
2024-06,MITSUBISHI MOTORS,export,7686
2024-07,DAIHATSU,export,10294
2024-07,MITSUBISHI MOTORS,export,5844
2024-08,DAIHATSU,export,8261
2024-08,MITSUBISHI MOTORS,export,8400
2024-09,DAIHATSU,export,11688
2024-09,MITSUBISHI MOTORS,export,8042
2024-10,DAIHATSU,export,10198
2024-10,MITSUBISHI MOTORS,export,11981
2024-11,DAIHATSU,export,9279
2024-11,MITSUBISHI MOTORS,export,4623
2024-12,DAIHATSU,export,8074
2024-12,MITSUBISHI MOTORS,export,11188
2024-01,HYUNDAI-HMMI,export,3504
2024-01,SUZUKI,export,1841
2024-02,HYUNDAI-HMMI,export,4465
